CA_sim, CA_exact
6.070202863264596,6.0706728817985125
6.032924672341338,6.033311728055013
5.996049085880052,5.9963519036923705
5.959571755752547,5.959789097674772
5.9234883807904195,5.923619045275068
5.887794706277884,5.887837527577342
5.852486523450082,5.852440370984801
5.817559668996822,5.817423446732965
5.783010024571657,5.782782670408095
5.7488335163062825,5.748514001470765
5.715026114330175,5.714613442784574
5.681583832295408,5.681077040149928
5.648502726906618,5.6479008818428
5.6157788974560265,5.61508109815847
5.583408485363502,5.582613860960162
5.5513876737215755,5.550495383232519
5.5197126868453825,5.518721918639882
5.4883797898274524,5.487289761089321
5.457385288097316,5.456195244298344
5.426725526985865,5.4254347413672575
5.396396891294418,5.395004664356124
5.366395804868438,5.364901463866262
5.33671873017586,5.335121628626239
5.307362167889961,5.305661685082308
5.27832265647675,5.276518196993254
5.2495967717868,5.247687765029584
5.221181126651502,5.219167026377029
5.193072370483666,5.190952654344297
5.165267188882442,5.163041357975047
5.1377623032425115,5.135429881664023
5.110554470367493,5.108115004777327
5.0836404820875245,5.08109354127675
5.057017164880979,5.0543623393481525
5.0306813795002645,5.027918281033838
5.004630020601661,5.001758281868859
4.978860016379163,4.975879290521261
4.953368328202268,4.950278288436146
4.928151950257684,4.924952289483611
4.903207909194901,4.899898339610423
4.878533263775596,4.875113516495463
4.854125104526819,4.8505949292088655
4.829980553397929,4.826339717874809
4.806096763421232,4.8023450533379455
4.782470918376283,4.778608136833401
4.759100232457819,4.755126199660321
4.735981949947274,4.73189650285893
4.7131133448878435,4.70891633689106
4.690491720763054,4.686183021324096
4.668114410178813,4.663693904518337
4.645978774548881,4.641446363317702
4.624082203783754,4.6194378027437635
4.60242211598289,4.597665655693063
4.580995957130274,4.576127382637684
4.559801200793268,4.554820471329038
4.5388353478247,4.533742436504836
4.518095926068193,4.512890819599197
4.497580490066657,4.492263188455884
4.477286620773937,4.471857137044615
4.457211925269578,4.451670285180419
4.437354036476667,4.431700278246006
4.417710612882718,4.411944786917128
4.398279338263585,4.392401506890877
4.379057921410339,4.373068158616914
4.360044095859107,4.3539424870315795
4.341235619623828,4.335022261294853
4.322630274931891,4.316305274530156
4.304225867962627,4.29778934356693
4.28602022858863,4.279472308685998
4.268011210119873,4.261352033367642
4.250196689050578,4.243426404042405
4.232574564808832,4.225693329844563
4.215142759508897,4.2081507423682325
4.197899217706201,4.190796595426123
4.180841906154974,4.17362886481086
4.1639688135685,4.156645548058882
4.147277950381961,4.139844664216866
4.130767348517836,4.123224253610675
4.114435061153843,4.10678237761677
4.098279162493382,4.090517118436096
4.082297747538454,4.074426578870382
4.066488931865039,4.05850888210085
4.050850851400897,4.042762171469301
4.035381662205768,4.027184610261554
4.0200795402539455,4.011774381493211
4.004942681219203,3.996529687697716
3.989969300262035,3.9814487507167002
3.9751576318192052,3.966529811492578
3.960505929395558,3.9517711298633618
3.946012465358086,3.937170984359696
3.9316755307322184,3.9227276720040543
3.9174934350003108,3.90843950811211
3.9034645059023076,3.894304826096228
3.889587089238563,3.8803219772710706
3.875859548674786,3.866489330661299
3.8622802655490984,3.852805272811331
3.8488476386811685,3.8392682075971436
3.835560084183412,3.825876556040102
3.822416035274231,3.8126287561227876
3.8094139420932693,3.799523262606797
3.796552271518662,3.7865585468525094
3.7838295069862604,3.7737330966407794
3.771244148310809,3.761045415996554
3.758794711509052,3.7484940250143777
3.7464797286247546,3.7360774596857773
3.7342977475556074,3.723794271728495
3.7222473318820066,3.7116430284175617
3.7103270606976806,3.6996223124181817
3.6985355284421457,3.6877307216204103
3.686871344734971,3.675966868975617
3.6753331342118334,3.664329382334692
3.6639195363623456,3.6528169042879983
3.652629205369632,3.641428092007045
3.64146080995164,3.6301616170878557
3.630413033204162,3.6190161653960233
3.619484572445557,3.6079904369134246
3.608674139063145,3.5970831455865904
3.5979804583612633,3.5862930191766926
3.587402269410962,3.575618799111156
3.576938324901324,3.5650592403368493
3.5665873909923898,3.554613111174864
3.5563482471696717,3.544279193176852
3.5462196861002395,3.534056280982903
3.536200513490357,3.5239431821809477
3.526289547944661,3.5139387171676755
3.5164856208268587,3.5040417190109463
3.5067875761219285,3.4942510333136734
3.497194270299812,3.484565518079177
3.487704572180574,3.4749840435779795
3.478317362801024,3.4655054922160318
3.469031535282773,3.456128758404357
3.459845994701719,3.446852748430093
3.4507596579589404,3.4376763803289183
3.4417714536529838,3.4285985837588555
3.4328803219535313,3.41961829987542
3.424085214476433,3.4107344812081184
3.4153850941600874,3.40194609153827
3.4067789351431585,3.3932521057781386
3.3982657226436124,3.38465150985137
3.3898444528390614,3.3761433005747015
3.3815141327483995,3.36772648554096
3.373273780114717,3.3594000830032966
3.365122423289478,3.351163121760679
3.357059101117952,3.3430146410446087
3.349082862825878,3.3349536904070574
3.3411927679073585,3.326979329609604
3.333387886013959,3.3190906285137634
3.3256672968450087,3.311286666972496
3.3180300900390827,3.303566534722881
3.3104753650666607,3.2959293312799383
3.3030022311239406,3.288374165831602
3.295609807027802,3.2809001571348064
3.2882972211119017,3.2735064334127046
3.2810636111238933,3.266192132252979
3.2739081241237553,3.2589564005072496
3.2668299163832186,3.2517983941915625
3.25982815328628,3.244717278387945
3.252902009230788,3.2377122271470213
3.2460506675310956,3.230782423391674
3.23927332032176,3.2239270588217357
3.2325691684622853,3.217145333819711
3.2259374214428926,3.210436457357506
3.2193772972913095,3.203799646904166
3.212888022480563,3.1972341283345935
3.2064688318377734,3.1907391358392583
3.2001189684539253,3.184313911834874
3.193837683594623,3.177957706876027
3.1876242366118013,3.1716697795677655
3.181477894856394,3.165449396479118
3.175397933591945,3.1592958320575497
3.169383635909152,3.1532083685443304
3.163434292641333,3.1471862958908132
3.1575492022808067,3.1412289116756167
3.1517276708961743,3.135335521022691
3.1459690120504957,3.12950543652027
3.1402725467203503,3.1237379781406878
3.134637603215771,3.1180324731610587
3.1290635171010406,3.1123882560848144
3.1235496311163495,3.1068046685640756
3.118095295100293,3.1012810593228632
3.1126998659132097,3.095816784081134
3.107362707361347,3.090411205479628
3.1020831901218444,3.085063693005528
3.0968606916685286,3.0797736229189177
3.0916945961985083,3.0745403781800236
3.0865842945595645,3.069363348377246
3.0815291841783212,3.0642419296559593
3.0765286689891953,3.059175524648079
3.071582159364112,3.0541635424023794
3.06668907204298,3.0492053983155687
3.0618488300649154,3.0443005140641013
3.0570608627002143,3.039448317536715
3.052324605383052,3.0346482427677075
3.047639499644915,3.0298997298709147
3.0430049930487497,3.0252022249744086
3.0384205391238233,3.0205551801558923
3.033885597301286,3.015958053378791
3.0293996328504322,3.011410308429024
3.0249621168156478,3.0069114148524645
3.020572525954039,3.0024608478930648
3.0162303426737354,2.9980580884316503
3.011935054972859,2.993702622925365
3.007686156379152,2.989393943347774
3.0034831458902573,2.985131547129607
2.9993255279146425,2.980914937100136
2.9952128122131643,2.976743621429187
2.9911445138412622,2.972617113569771
2.9871201530917766,2.9685349322013326
2.9831392554383855,2.9644966011736096
2.9792013514796514,2.960501649451092
2.975305976883671,2.956549611058081
2.9714526723333274,2.9526400250243374
2.9676409834721276,2.948772435331316
2.9638704608506288,2.9449463908589686
2.960140659873442,2.9411614453331305
2.956451140746809,2.9374171572734635
2.952801468426743,2.933713089941965
2.9491912125677344,2.9300488112920204
2.945619947472003,2.926423893918014
2.9420872520393053,2.9228379150054753
2.938592709717281,2.9192904562817557
2.935135908452334,2.9157811039672494
2.9317164406410487,2.9123094487271226
2.9283339030821254,2.908875085623574
2.9249878969288385,2.9054776140685954
2.921678027642007,2.902116637777254
2.9184039049434736,2.8987917647214645
2.915165142770084,2.8955026070842633
2.9119613592281675,2.892248781214575
2.9087921765485034,2.889029907582463
2.9056572210417797,2.885845610734854
2.9025561230545285,2.8826955192517563
2.8994885169255395,2.879579265702926
2.8964540409427437,2.8764964866050184
2.893452337300562,2.8734468223791816
2.890483052057716,2.8704299173091257
2.887545835095493,2.86744541949962
2.8846403400764618,2.8644929808354593
2.881766224403636,2.861572256940848
2.878923149180077,2.858682907139241
2.876110779168932,2.855824594413602
2.873328782753908,2.852996985367092
2.8705768319001654,2.8501997501841885
2.8678546021156435,2.847432562592207
2.8651617724127947,2.8446950998232494
2.8624980252707366,2.8419870425765565
2.859863046597813,2.8393080749812585
2.857256525694557,2.836657884559539
2.8546781552170555,2.834036162190183
2.852127631140711,2.831442602072519
2.8496046527243912,2.828876901690757
2.847108922474968,2.826338761778694
2.8446401461122384,2.823827886284813
2.842198032534226,2.8213439823377504
2.8397822937828567,2.8188867602121337
2.837392645010002,2.816455933294788
2.8350288044438945,2.814051218051306
2.8326904933559,2.8116723339929752
2.8303774360276566,2.809319003644062
2.828089359718558,2.8069909525094454
2.8258259946335973,2.8046879090426033
2.8235870738915545,2.802409604613935
2.8213723334935255,2.8001557734794256
2.8191815122917956,2.7979261527496604
2.8170143519590445,2.7957204823591475
2.814870596957887,2.7935385050359915
2.812749994510742,2.7913799662718857
2.810652294570026,2.789244614292419
2.80857724978867,2.787132200027717
2.8065246154909524,2.785042477083385
2.80449414964365,2.782975201711768
2.8024856128274984,2.780930132783525
2.8004987682089615,2.7789070317594966
2.798533381512305,2.7769056626628856
2.796589220991972,2.774925792051732
2.7946660574052586,2.772967188991682
2.7927636639852818,2.771029625029055
2.790881816414241,2.7691128741641933
2.789020292796967,2.7672167128251033
2.7871788736347596,2.765340919841377
2.785357341799504,2.7634852764183933
2.7835554825080693,2.7616495661118003
2.781773083296982,2.759833574802265
2.7800099339973747,2.7580370906705043
2.778265826710203,2.7562599041725706
2.776540555781733,2.754501808015417
2.77483391777929,2.7527625971327137
2.773145711467274,2.751042068660933
2.771475737783428,2.749340021915681
2.769823799815367,2.7476562583682975
2.7681897027773608,2.745990581622692
2.766573253987365,2.7443427973924424
2.7649742628443015,2.742712713478126
2.763392540805583,2.7411001397449075
2.7618279013648825,2.739504888100359
2.760280160030142,2.7379267724725196
2.7587491343018162,2.7363656087881933
2.7572346436513566,2.734821214951478
2.755736509499922,2.733293410822526
2.754254555197323,2.731782018196531
2.752788606001192,2.730286860782943
2.751338489056379,2.728807764184908
2.74990403337457,2.72734455587892
2.7484850698141248,2.7258970651947045
2.747081431060132,2.724465123295307
2.745692951604683,2.7230485631574
2.7443194677273524,2.7216472195518038
2.742960817475897,2.720260929024211
2.7416168406471573,2.7188895298761233
2.740287378768168,2.7175328621459887
2.7389722750774714,2.716190767590545
2.737671374506635,2.7148630896663617
2.7363845236619633,2.713549673511581
2.735111570806414,2.7122503659278534
2.7338523658417047,2.7109650153624685
2.732606760290614,2.70969347189068
2.7313746072794753,2.708435587198216
2.7301557615208574,2.707191214563978
2.7289500792964323,2.7059602088429333
2.727757418440031,2.704742426449178
2.7265776383208786,2.703537725339192
2.725410599827013,2.7023459649952746
2.7242561653488813,2.701167006409146
2.7231141987631133,2.7000007120657408
2.721984565416472,2.698846945927164
2.720867132109974,2.697705573416825
2.719761767083187,2.6965764614037417
2.718668339998689,2.695459478187008
2.717586721926703,2.694354493480434
2.716516785329895,2.693261378397352
2.7154584040483316,2.6921800054355787
2.7144114532846095,2.6911102484625467
2.713375809589136,2.690051982700589
2.712351350845573,2.689005084712387
2.7113379562564406,2.687969432386574
2.710335506328871,2.6869449049234877
2.709343882860519,2.6859313828210825
2.7083629689256252,2.6849287478609924
2.7073926488612283,2.6839368830947374
2.706432808253527,2.682955672830089
2.705483333924389,2.681985002617568
2.7045441139180055,2.6810247592371
2.703615037487691,2.6800748306848092
2.702695995082824,2.6791351061599524
2.7017868783359296,2.6782054760519944
2.7008875800499013,2.6772858319278274
2.6999979941853627,2.676376066519116
2.699118015848161,2.675476073709793
2.698247541277001,2.6745857485236764
2.697386467831209,2.673704987112227
2.696534693978632,2.6728336867424347
2.695692119283663,2.6719717457848375
2.6948586443953997,2.671119063701664
2.6940341710359292,2.67027554103511
2.6932186019887414,2.6694410793957353
2.6924118410872633,2.6686155814509864
2.691613793203521,2.66779895091385
2.690824364236923,2.666991092531613
2.6900434611031643,2.6661919120747575
2.68927099172325,2.665401316325969
2.688506865012639,2.664619213069264
2.6877509908705024,2.6638455110792307
2.687003280169101,2.6630801201103926
2.686263644743275,2.6623229508866784
2.6855319973800476,2.661573915091013
2.6848082518083434,2.6608329253550105
2.684092322688813,2.660099895248789
2.6833841256037743,2.659374739270885
2.6826835770472535,2.658657372838284
2.681990594415143,2.657947712276551
2.6813050959954596,2.657245674810074
2.6806270009587085,2.656551178552407
2.6799562293483543,2.6558641424967195
2.679292702071392,2.655184486506346
2.678636340889021,2.6545121313054425
2.6779870684074196,2.653846998469735
2.6773448080686193,2.653189010417376
2.6767094841414782,2.6525380903998927
2.67608102171275,2.6518941624932375
2.675459346678253,2.6512571515889274
2.674844385734128,2.6506269833852896
2.6742360663681994,2.6500035843787906
2.673634316851423,2.6493868818554622
2.673039066229428,2.6487768038824244
2.67245024431415,2.648173279299489
2.671867781675557,2.6475762377108665
2.671291609633461,2.646985609476947
2.6707216602494195,2.646401325706185
2.6701578663187258,2.64582331824706
2.6696001613624833,2.645251519680124
2.6690484796197684,2.644685863310146
2.668502756039875,2.6441262831583243
2.6679629262746443,2.6435727139545975
2.6674289266708784,2.6430250911300233
2.666900694262833,2.6424833508092576
2.6663781667647943,2.6419474298030927
2.6658612825637347,2.641417265601096
2.665349980712046,2.640892796364314
2.664844200920356,2.64037396091806
2.664343883550416,2.639860698744779
2.663848969608072,2.63935294997699
2.6633594007363044,2.638850655390301
2.662875119208352,2.6383537563965005
2.662396067920902,2.6378621950367287
2.6619221903873562,2.6373759139747093
2.661453430731173,2.636894856490069
2.6609897336792763,2.636418966471718
2.66053104455554,2.635948188411303
2.66007730927434,2.635482467396739
2.659628474334177,2.635021749105799
2.659184486811368,2.634565979799777
2.6587452943538055,2.634115106317227
2.6583108451747846,2.633669076067754
2.657881088046897,2.633227837025883
2.657455972295991,2.632791337724994
2.6570354477951943,2.632359527251311
2.656619464959006,2.631932355237973
2.6562079747374487,2.631509771859151
2.6558009286102844,2.6310917278242414
2.6553982785812935,2.6306781743721124
2.6549999771726154,2.630269063265422
2.654605977419151,2.6298643467849865
2.654216232863024,2.629463977724216
2.653830697548103,2.6290679093836107
2.6534493260145835,2.62867609556531
2.653072073293626,2.6282884905677046
2.652698894902055,2.627905049180109
2.652329746837113,2.627525726677486
2.6519645855712723,2.6271504788152273
2.6516033680471027,2.6267792618239976
2.651246051672194,2.626412032404626
2.650892594314134,2.626048747723057
2.650542954295542,2.625689365405353
2.65019709038915,2.625333843532753
2.649854961812947,2.624982140636783
2.649516528225367,2.6246342156944182
2.649181749720533,2.624290028123299
2.648850586823552,2.6239495377769977
2.6485230004858575,2.623612704940333
2.64819895208061,2.623279490324741
2.6478784033981393,2.622949855063692
2.6475613166414393,2.622623760708155
2.6472476544217116,2.6223011692221148
2.646937379753957,2.6219820429781344
2.6466304560526144,2.621666344752967
2.6463268471272463,2.621354037723214
2.646026517178272,2.6210450854610294
2.645729430792747,2.620739451929871
2.6454355529401856,2.620437101480296
2.6451448489684317,2.6201379988458076
2.644857284599573,2.619842109138733
2.6445728259258976,2.6195493978461633
2.644291439405898,2.61925983082592
2.644013091860314,2.6189733743025783
2.643737750468223,2.618689994863524
2.643465382763166,2.6184096594550583
2.6431959566293237,2.618132335378541
2.6429294402977273,2.617857990286579
2.642665802342512,2.6175865921792485
2.642405011677213,2.6173181094003657
2.642147037551099,2.617052510633796
2.641891849545547,2.616789764899799
2.641639417570455,2.616529841551412
2.641389711860694,2.6162727102708825
2.6411427029725987,2.6160183410661264
2.6408983617804944,2.615766704267232
2.640656659473265,2.615517770522996
2.640417567550954,2.615271510797505
2.6401810578214038,2.6150278963667457
2.639947102396933,2.614786898815254
2.639715673691046,2.6145484900328038
2.6394867444151826,2.614312642211123
2.6392602875754987,2.614079327840655
2.6390362764696835,2.6138485197073464
2.638814684683811,2.613620190889475
2.638595486089226,2.613394314754509
2.638378654839462,2.6131708649560004
2.638164165367196,2.61294981543051
2.6379519923812302,2.6127311403945725
2.6377421108635133,2.6125148143416816
2.6375344960661873,2.6123008120393227
2.6373291235086724,2.612089108526024
2.637125968974779,2.6118796791084478
2.6369250085098512,2.6116724993585096
2.6367262184179445,2.611467545110528
2.636529575259031,2.6112647924584076
2.6363350558462337,2.6110642177528494
2.6361426372430947,2.6108657975985916
2.6359522967608693,2.610669508851683
2.635764011955852,2.610475328616782
2.6355777606267288,2.610283234244484
2.6353935208119603,2.6100932033286863
2.6352112707871913,2.609905213703965
2.6350309890626895,2.609719243442999
2.634852654380812,2.609535270854005
2.6346762457134996,2.6093532744782126
2.634501742259794,2.6091732330873576
2.634329123443388,2.608995125681208
2.6341583689101995,2.6088189314851142
2.6339894585259698,2.608644629947585
2.6338223723738894,2.6084722007378924
2.633657090752252,2.6083016237436976
2.6334935941721276,2.6081328790687053
2.6333318633550684,2.6079659470303462
2.633171879230834,2.607800808157479
2.633013622935141,2.607637443188117
2.632857075807441,2.6074758330671854
2.6327022193887206,2.607315958944297
2.6325490354193226,2.6071578021715522
2.632397505836794,2.6070013443013664
2.6322476127737566,2.606846567084315
2.6320993385558,2.6066934524670096
2.6319526656993975,2.6065419825899863
2.631807576909844,2.606392139785627
2.631664055079218,2.6062439065760974
2.6315220832843624,2.6060972656713077
2.6313816447848914,2.6059521999668975
2.6312427230212148,2.605808692542238
2.6311053016125854,2.60566672665846
2.6309693643551695,2.6055262857565022
2.6308348952201337,2.605387353455178
2.6307018783517564,2.605249913549268
2.6305702980655576,2.605113950007623
2.6304401388464496,2.6049794469713037
2.630311385346908,2.604846388751723
2.6301840223851616,2.604714759828819
2.6300580349434015,2.6045845448492444
2.6299334081660124,2.6044557286245773
2.6298101273578194,2.6043282961295464
2.6296881779823553,2.604202232500281
2.6295675456601457,2.6040775230325774
2.6294482161670163,2.6039541531801813
2.6293301754324125,2.603832108553093
2.6292134095377424,2.603711374915889
2.629097904714735,2.603591938186061
2.628983647343816,2.6034737844323743
2.628870623952503,2.6033568998732397
2.628758821213816,2.60324127087511
2.6286482259447066,2.6031268839508885
2.6285388251045037,2.603013725758354
2.6284306057933753,2.6029017830986065
2.628323555250807,2.6027910429145287
2.6282176608540984,2.6026814922892583
2.628112910116874,2.6025731184446865
2.628009290687612,2.6024659087399655
2.6279067903481854,2.602359850670034
2.627805397012425,2.6022549318641586
2.6277050987246913,2.60215114008449
2.6276058836584646,2.6020484632246377
2.6275077401149534,2.6019468893082562
2.627410656521712,2.6018464064876494
2.6273146214312773,2.6017470030423873
2.6272196235198195,2.601648667377938
2.6271256515858057,2.6015513880243195
2.6270326945486793,2.601455153634757
2.626940741447554,2.601359952984362
2.6268497814399203,2.601265774968824
2.626759803800369,2.6011726086031106
2.626670797919325,2.601080443020192
2.6265827533017965,2.600989267469771
2.626495659566137,2.600899071317027
2.626409506442823,2.60080984404138
2.6263242837732403,2.600721575235257
2.6262399815084896,2.6006342546028858
2.6261565897081978,2.6005478719590887
2.626074098539349,2.600462417228097
2.6259924982751244,2.6003778804423714
2.6259117792937534,2.6002942517414485
2.625831932077381,2.60021152137078
2.625752947210945,2.6001296796806024
2.6256748153810667,2.6000487171248072
2.6255975273749512,2.599968624259832
2.625521074079302,2.5998893917435515
2.625445446479245,2.5998110103341983
2.6253706356572692,2.5997334708892734
2.6252966327921707,2.5996567643644886
2.6252234291580154,2.5995808818127086
2.625151016123109,2.5995058143829066
2.6250793851489793,2.599431553319132
2.62500852778937,2.5993580899594892
2.6249384356892453,2.599285415735131
2.6248691005838016,2.5992135221692507
2.6248005142974966,2.599142400876104
2.624732668743084,2.5990720435600205
2.6246655559206586,2.599002442014444
2.6245991679167155,2.598933588120971
2.624533496903215,2.5988654738484063
2.62446853513666,2.5987980912518225
2.6244042749571843,2.5987314324716375
2.6243407087876465,2.5986654897326966
2.62427782913274,2.5986002553433627
2.6242156285781064,2.5985357216946237
2.624154099789463,2.598471881259201
2.6240932355117366,2.598408726590674
2.62403302856821,2.59834625032261
2.623973471859673,2.5982844451677076
2.623914558363589,2.5982233039169422
2.623856281133262,2.5981628194387296
2.6237986332970227,2.598102984678091
2.623741608057415,2.5980437926558335
2.623685198690395,2.597985236467731
2.623629398544539,2.5979273092837247
2.623574201040258,2.597870004347121
2.6235195996690233,2.5978133149738074
2.623465587992598,2.5977572345514717
2.623412159642278,2.5977017565388296
2.6233593083181415,2.5976468744648624
2.6233070277883055,2.5975925819280627
2.623255311888192,2.597538872595688
2.6232041545198,2.597485740203021
2.6231535496509863,2.597433178552639
2.623103491314756,2.5973811815136907
2.6230539736085565,2.5973297430211835
2.623004990693584,2.5972788570752736
2.6229565367940935,2.5972285177405654
2.622908606196717,2.597178719145422
2.6228611932497925,2.5971294554812796
2.622814292362695,2.5970807210019684
2.622767898005178,2.5970325100230434
2.6227220047067217,2.596984816921121
2.6226766070558893,2.596937636133224
2.622631699699686,2.5968909621561314
2.6225872773429293,2.596844789545738
2.6225433347476255,2.5967991129164183
2.622499866732351,2.5967539269403987
2.622456868171642,2.5967092263471345
2.6224143339953883,2.5966650059226994
2.622372259188238,2.5966212605091714
2.622330638789005,2.596577985004038
2.622289467890084,2.596535174359593
2.6222487416368714,2.5964928235823552
2.6222084552271934,2.596450927732482
2.6221686039107395,2.5964094819231938
2.6221291829885036,2.596368481320204
2.622090187812228,2.596327921141157
2.622051613783856,2.596287796655066
2.62201345635499,2.5962481031817672
2.6219757110263564,2.5962088360913675
2.621938373347272,2.59616999080371
2.6219014389151214,2.596131562787835
2.621864903374838,2.5960935475614564
2.6218287624183896,2.596055940690434
2.621793011784271,2.596018737788261
2.621757647257001,2.5959819345155473
2.6217226646666254,2.595945526579519
2.6216880598882257,2.595909509733511
2.621653828841433,2.59587387977648
2.6216199674899454,2.5958386325525056
2.621586471841054,2.595803763950313
2.6215533379451705,2.5957692699027874
2.6215205618953625,2.5957351463865046
2.6214881398268925,2.5957013894212597
2.6214560679167622,2.595667995069602
2.6214243423832615,2.5956349594363752
2.6213929594855223,2.5956022786682666
2.6213619155230785,2.595569948953354
2.6213312068354293,2.5955379665206637
2.6213008298016067,2.5955063276397268
2.6212707808397493,2.595475028620149
2.62124105640668,2.5954440658111775
2.6212116529974883,2.5954134356012757
2.6211825671451154,2.5953831344177
2.621153795419948,2.5953531587260867
2.6211253344294128,2.5953235050300365
2.621097180817575,2.59529416987071
2.621069331264745,2.59526514982642
2.6210417824870853,2.5952364415122355
2.621014531236225,2.5952080415795864
2.620987574298874,2.5951799467158727
2.6209609084964467,2.5951521536440767
2.620934530684685,2.5951246591223844
2.6209084377532905,2.5950974599438026
2.620882626625555,2.595070552935788
2.6208570942579987,2.595043934959878
2.6208318376400124,2.5950176029113203
2.6208068537935003,2.5949915537187156
2.6207821397725306,2.594965784343657
2.6207576926629876,2.5949402917803743
2.620733509582227,2.5949150730553865
2.6207095876787387,2.5948901252271535
2.6206859241318083,2.5948654453857314
2.620662516151185,2.594841030652436
2.6206393609767527,2.594816878179505
2.620616455878204,2.594792985149767
2.6205937981547196,2.5947693487763113
2.6205713851346486,2.594745966302165
2.6205492141751945,2.594722834999969
2.620527282662102,2.5946999521716627
2.6205055880093515,2.594677315148167
2.6204841276588504,2.594654921289074
2.6204628990801346,2.5946327679823384
2.620441899770069,2.5946108526439726
2.6204211272525524,2.5945891727177477
2.620400579078225,2.5945677256748922
2.62038025282418,2.5945465090137994
2.620360146093679,2.594525520259732
2.6203402565158673,2.5945047569645396
2.620320581745496,2.594484216706368
2.620301119462645,2.594463897089377
2.6202818673724484,2.5944437957434645
2.620262823204826,2.5944239103239863
2.620243984714214,2.5944042385114843
2.6202253496793007,2.5943847780114164
2.6202069159027643,2.5943655265538874
2.6201886812110144,2.594346481893386
2.620170643453936,2.594327641808521
2.6201528005046333,2.5943090041017642
2.620135150259183,2.594290566599191
2.620117690636384,2.594272327150231
2.6201004195775113,2.5942542836274143
2.620083335046074,2.5942364339261244
2.6200664350275766,2.594218775964351
2.6200497175292785,2.594201307682449
2.6200331805799624,2.5941840270428997
2.6200168222296987,2.5941669320300687
2.6200006405496183,2.594150020649975
2.6199846336316823,2.594133290930056
2.6199687995884604,2.594116740918937
2.6199531365529047,2.594100368686207
2.6199376426781336,2.59408417232219
2.6199223161372096,2.594068149937723
2.619907155122928,2.5940522996639395
2.6198921578476,2.594036619652042
2.619877322542846,2.5940211080730986
2.6198626474593834,2.5940057631178206
2.619848130866822,2.593990582996354
2.6198337710534605,2.5939755659380737
2.619819566326083,2.593960710191372
2.6198055150097614,2.5939460140234583
2.6197916154476557,2.5939314757201553
2.619777866000821,2.5939170935856977
2.619764265048012,2.593902865942537
2.6197508109854937,2.5938887911311466
2.6197375022268505,2.5938748675098227
2.619724337202801,2.593861093454499
2.6197113143610107,2.593847467358554
2.619698432165912,2.5938339876326246
2.61968568909852,2.5938206527044194
2.619673083656256,2.5938074610185384
2.6196606143527683,2.5937944110362876
2.6196482797177585,2.593781501235503
2.6196360782968067,2.5937687301103707
2.6196240086512015,2.5937560961712514
2.619612069357769,2.593743597944509
2.619600259008705,2.5937312339723357
2.619588576211411,2.593719002812584
2.6195770195883274,2.593706903038597
2.6195655877767736,2.5936949332390435
2.6195542794287845,2.593683092017754
2.619543093210954,2.5936713779935525
2.6195320278042757,2.593659789800104
2.6195210819039896,2.5936483260857472
2.6195102542194264,2.593636985513342
2.619499543473857,2.5936257667601117
2.619488948404339,2.5936146685174872
2.619478467761572,2.593603689490958
2.619468100309747,2.5935928283999172
2.6194578448264014,2.5935820839775143
2.6194477001022762,2.5935714549705087
